speech_id,line_id,anger_score,anger,valence,arousal,dominance
S032,0,0.6954383254051208,0.0,0.6869615384615384,0.4785769230769231,0.6735000000000001
S032,1,0.7063108086585999,0.0,0.6866000000000001,0.38515,0.65195
S032,2,0.6957246661186218,0.0689655172413793,0.6769999999999999,0.4606829268292683,0.6195609756097561
S032,3,0.7016472220420837,0.1666666666666666,0.5461052631578948,0.4922105263157895,0.5438947368421053
S032,4,0.7054318189620972,0.1052631578947368,0.5893703703703704,0.4529259259259259,0.5349629629629631
S032,5,0.7032828330993652,0.24,0.5298709677419355,0.5355483870967742,0.602774193548387
S032,6,0.6779400110244751,0.0714285714285714,0.5815416666666667,0.3893749999999999,0.5302083333333333
S032,7,0.6814951300621033,0.0434782608695652,0.6581219512195121,0.4359756097560976,0.5916341463414635
S032,8,0.6812962293624878,0.04,0.6268461538461538,0.4418717948717948,0.5573076923076924
S032,9,0.69069504737854,0.1176470588235294,0.7220416666666667,0.5130833333333333,0.6402083333333334
S032,10,0.6731417179107666,0.032258064516129,0.607304347826087,0.4826304347826086,0.5974130434782609
S032,11,0.6777807474136353,0.1363636363636363,0.607275,0.485,0.5728000000000001
S032,12,0.6879340410232544,0.0,0.524875,0.4645,0.510625
S032,13,0.7015126943588257,0.2666666666666666,0.5246315789473684,0.4733157894736843,0.5944210526315791
S032,14,0.6685560345649719,0.0909090909090909,0.6684117647058825,0.4672941176470588,0.6283529411764706
S032,15,0.6677911281585693,0.0,0.6294722222222222,0.4722499999999999,0.5730277777777778
S032,16,0.6775704622268677,0.21875,0.6650666666666667,0.5195555555555557,0.706488888888889
S032,17,0.6800459623336792,0.1363636363636363,0.5329642857142858,0.5180714285714285,0.6022142857142857
S032,18,0.6747737526893616,0.0,0.5329999999999999,0.4775555555555555,0.5299444444444444
S032,19,0.6862064003944397,0.1363636363636363,0.6449687500000001,0.48159375,0.6639062500000001
S032,20,0.6674206852912903,0.2142857142857142,0.5209444444444444,0.5537222222222221,0.6469444444444444
S032,21,0.6851418018341064,0.0666666666666666,0.6250204081632653,0.4151020408163264,0.6267142857142857
S032,22,0.6678498387336731,0.0,0.5954615384615385,0.3743846153846153,0.6196153846153846
S032,23,0.6926259994506836,0.0,0.7078095238095239,0.3657380952380952,0.5220476190476191
S032,24,0.7035848498344421,0.0,0.6763,0.4397,0.5831999999999999
S032,25,0.6779552698135376,0.2,0.5913684210526315,0.5063684210526315,0.5935789473684211
S032,26,0.6844334006309509,0.0,0.6766363636363635,0.4504090909090909,0.6542727272727272
S032,27,0.6670114994049072,0.1111111111111111,0.5850000000000001,0.4273333333333333,0.5071666666666667
S032,28,0.678384006023407,0.0,0.687857142857143,0.3665714285714285,0.4964285714285714
S032,29,0.6954383254051208,0.0,0.6869615384615384,0.4785769230769231,0.6735000000000001
S032,30,0.7063108086585999,0.0,0.6866000000000001,0.38515,0.65195
S032,31,0.6957246661186218,0.0689655172413793,0.6769999999999999,0.4606829268292683,0.6195609756097561
S032,32,0.7016472220420837,0.1666666666666666,0.5461052631578948,0.4922105263157895,0.5438947368421053
S032,33,0.7054318189620972,0.1052631578947368,0.5893703703703704,0.4529259259259259,0.5349629629629631
S032,34,0.7032828330993652,0.24,0.5298709677419355,0.5355483870967742,0.602774193548387
S032,35,0.6779400110244751,0.0714285714285714,0.5815416666666667,0.3893749999999999,0.5302083333333333
S032,36,0.6814951300621033,0.0434782608695652,0.6581219512195121,0.4359756097560976,0.5916341463414635
S032,37,0.6812962293624878,0.04,0.6268461538461538,0.4418717948717948,0.5573076923076924
S032,38,0.69069504737854,0.1176470588235294,0.7220416666666667,0.5130833333333333,0.6402083333333334
S032,39,0.6731417179107666,0.032258064516129,0.607304347826087,0.4826304347826086,0.5974130434782609
S032,40,0.6777807474136353,0.1363636363636363,0.607275,0.485,0.5728000000000001
S032,41,0.6879340410232544,0.0,0.524875,0.4645,0.510625
S032,42,0.7015126943588257,0.2666666666666666,0.5246315789473684,0.4733157894736843,0.5944210526315791
S032,43,0.6685560345649719,0.0909090909090909,0.6684117647058825,0.4672941176470588,0.6283529411764706
S032,44,0.6677911281585693,0.0,0.6294722222222222,0.4722499999999999,0.5730277777777778
S032,45,0.6775704622268677,0.21875,0.6650666666666667,0.5195555555555557,0.706488888888889
S032,46,0.6800459623336792,0.1363636363636363,0.5329642857142858,0.5180714285714285,0.6022142857142857
S032,47,0.6747737526893616,0.0,0.5329999999999999,0.4775555555555555,0.5299444444444444
S032,48,0.6862064003944397,0.1363636363636363,0.6449687500000001,0.48159375,0.6639062500000001
S032,49,0.6674206852912903,0.2142857142857142,0.5209444444444444,0.5537222222222221,0.6469444444444444
S032,50,0.6851418018341064,0.0666666666666666,0.6250204081632653,0.4151020408163264,0.6267142857142857
S032,51,0.6678498387336731,0.0,0.5954615384615385,0.3743846153846153,0.6196153846153846
S032,52,0.6926259994506836,0.0,0.7078095238095239,0.3657380952380952,0.5220476190476191
S032,53,0.7035848498344421,0.0,0.6763,0.4397,0.5831999999999999
S032,54,0.6779552698135376,0.2,0.5913684210526315,0.5063684210526315,0.5935789473684211
S032,55,0.6844334006309509,0.0,0.6766363636363635,0.4504090909090909,0.6542727272727272
S032,56,0.6670114994049072,0.1111111111111111,0.5850000000000001,0.4273333333333333,0.5071666666666667
S032,57,0.678384006023407,0.0,0.687857142857143,0.3665714285714285,0.4964285714285714
S022,0,0.6870866417884827,0.0,0.6303703703703704,0.4183333333333333,0.5520987654320988
S022,1,0.6847777366638184,0.0212765957446808,0.6854230769230769,0.4585641025641027,0.6392692307692308
S022,2,0.6892676949501038,0.0588235294117647,0.6494166666666666,0.4172499999999999,0.5779375
S022,3,0.6900544166564941,0.02,0.670159090909091,0.4405568181818182,0.5879204545454546
S022,4,0.6731029152870178,0.0,0.6065396825396826,0.4681111111111111,0.6157460317460318
S022,5,0.6758115887641907,0.0526315789473684,0.6037884615384616,0.4653846153846154,0.5689230769230769
S022,6,0.6774749159812927,0.0909090909090909,0.6394909090909092,0.4448363636363638,0.6042909090909092
S022,7,0.6922996044158936,0.119047619047619,0.5543174603174604,0.4695714285714285,0.5572063492063493
S022,8,0.7012142539024353,0.0454545454545454,0.5466029411764706,0.4460441176470588,0.5571176470588234
S022,9,0.6800585389137268,0.1833333333333333,0.6381875000000001,0.4797375,0.6493125
S022,10,0.689409077167511,0.0465116279069767,0.6147575757575757,0.4272727272727272,0.6264848484848484
S022,11,0.6720906496047974,0.0333333333333333,0.5824878048780487,0.407609756097561,0.5870243902439024
S022,12,0.6985583901405334,0.1794871794871795,0.6613780487804878,0.4745243902439025,0.6236219512195121
S022,13,0.6870866417884827,0.0,0.6303703703703704,0.4183333333333333,0.5520987654320988
S022,14,0.6847777366638184,0.0212765957446808,0.6854230769230769,0.4585641025641027,0.6392692307692308
S022,15,0.6892676949501038,0.0588235294117647,0.6494166666666666,0.4172499999999999,0.5779375
S022,16,0.6900544166564941,0.02,0.670159090909091,0.4405568181818182,0.5879204545454546
S022,17,0.6731029152870178,0.0,0.6065396825396826,0.4681111111111111,0.6157460317460318
S022,18,0.6758115887641907,0.0526315789473684,0.6037884615384616,0.4653846153846154,0.5689230769230769
S022,19,0.6774749159812927,0.0909090909090909,0.6394909090909092,0.4448363636363638,0.6042909090909092
S022,20,0.6922996044158936,0.119047619047619,0.5543174603174604,0.4695714285714285,0.5572063492063493
S022,21,0.7012142539024353,0.0454545454545454,0.5466029411764706,0.4460441176470588,0.5571176470588234
S022,22,0.6800585389137268,0.1833333333333333,0.6381875000000001,0.4797375,0.6493125
S022,23,0.689409077167511,0.0465116279069767,0.6147575757575757,0.4272727272727272,0.6264848484848484
S022,24,0.6720906496047974,0.0333333333333333,0.5824878048780487,0.407609756097561,0.5870243902439024
S022,25,0.6985583901405334,0.1794871794871795,0.6613780487804878,0.4745243902439025,0.6236219512195121
S040,0,0.6926651000976562,0.037037037037037,0.628952380952381,0.4534523809523809,0.5782619047619048
S040,1,0.687920868396759,0.0,0.6271842105263158,0.4298684210526316,0.5829210526315789
S040,2,0.6931923627853394,0.0232558139534883,0.6904776119402987,0.4373582089552238,0.6254776119402986
S040,3,0.6950882077217102,0.0204081632653061,0.6647733333333334,0.4233333333333333,0.5450399999999999
S040,4,0.6854652762413025,0.0,0.6365138888888888,0.4374166666666667,0.5756666666666667
S040,5,0.6973769664764404,0.0363636363636363,0.6520405405405406,0.4369324324324324,0.5507567567567567
S040,6,0.7026123404502869,0.0,0.6408055555555555,0.4328055555555556,0.5761944444444445
S040,7,0.69039386510849,0.0,0.6924444444444444,0.4326481481481482,0.6098148148148148
S040,8,0.6735612154006958,0.0,0.958,0.353,0.526
S040,9,0.6926651000976562,0.037037037037037,0.628952380952381,0.4534523809523809,0.5782619047619048
S040,10,0.687920868396759,0.0,0.6271842105263158,0.4298684210526316,0.5829210526315789
S040,11,0.6931923627853394,0.0232558139534883,0.6904776119402987,0.4373582089552238,0.6254776119402986
S040,12,0.6950882077217102,0.0204081632653061,0.6647733333333334,0.4233333333333333,0.5450399999999999
S040,13,0.6854652762413025,0.0,0.6365138888888888,0.4374166666666667,0.5756666666666667
S040,14,0.6973769664764404,0.0363636363636363,0.6520405405405406,0.4369324324324324,0.5507567567567567
S040,15,0.7026123404502869,0.0,0.6408055555555555,0.4328055555555556,0.5761944444444445
S040,16,0.69039386510849,0.0,0.6924444444444444,0.4326481481481482,0.6098148148148148
S040,17,0.6735612154006958,0.0,0.958,0.353,0.526
S004,0,0.6712663769721985,0.0,0.6325384615384615,0.382,0.6110769230769232
S004,1,0.6742841601371765,0.0,0.6428524590163934,0.386655737704918,0.5584262295081969
S004,2,0.6768723726272583,0.0333333333333333,0.6336666666666666,0.4199354838709677,0.6322150537634409
S004,3,0.6782848834991455,0.09375,0.6181590909090909,0.434659090909091,0.5921590909090909
S004,4,0.6716897487640381,0.0434782608695652,0.646,0.3912105263157894,0.5872105263157893
S004,5,0.6887201070785522,0.0789473684210526,0.5871857142857143,0.4110571428571428,0.5642142857142858
S004,6,0.7065566182136536,0.12,0.6045416666666666,0.460875,0.5669375
S004,7,0.6991714835166931,0.2,0.5552040816326531,0.4705510204081632,0.5529183673469389
S004,8,0.6786450147628784,0.054054054054054,0.6600645161290324,0.4298870967741935,0.5981451612903226
S004,9,0.6973578333854675,0.032258064516129,0.5925178571428571,0.4199464285714285,0.5218392857142857
S004,10,0.6936809420585632,0.0,0.672703125,0.41175,0.576546875
S004,11,0.6866175532341003,0.0434782608695652,0.6747333333333333,0.3937111111111112,0.5433333333333333
S004,12,0.6921243667602539,0.0,0.657140625,0.4257499999999999,0.579109375
S004,13,0.6829157471656799,0.08,0.623547619047619,0.4601785714285714,0.5966904761904761
