speech_id,line_id,sentence_id,bert anger,nrc anger no 0,NRC anger,valence,arousal,dominance
max,,,0.725423455,1,1,1,0.868,0.973
mean,,,0.673670962,0.247130274,0.052232582,0.647914743,0.444456051,0.586882358
median,,,0.674744397,0.2,0,0.654,0.4424,0.589714286
min,,,0.589986801,0.034482759,0,0.031,0.135,0.191
range,,,-0.084757596,-0.165517241,0,-0.623,-0.3074,-0.398714286
S001,0,0,0.685701191,0.181818182,0.181818182,0.678666667,0.400866667,0.5914
S001,0,1,0.671109736,,0,0.643333333,0.399833333,0.634
S001,0,2,0.654591978,,0,0.692833333,0.43425,0.676583333
S001,0,3,0.655799925,0.1,0.1,0.656076923,0.475769231,0.651
S001,1,0,0.667598963,,0,0.615,0.407,0.449
S001,1,1,0.668755472,,0,0.63675,0.3315,0.478
S001,1,2,0.677618384,0.117647059,0.117647059,0.661958333,0.482875,0.633083333
S001,2,0,0.691169381,,0,0.695166667,0.440666667,0.553
S001,3,0,0.662772119,,0,0.682333333,0.439,0.625733333
S001,3,1,0.677415192,0.333333333,0.333333333,0.653833333,0.437666667,0.588833333
S001,3,2,0.685392559,,0,0.663833333,0.438666667,0.546666667
S001,3,3,0.678397179,,0,0.690076923,0.392307692,0.6
S001,3,4,0.673720658,,0,0.713,0.407,0.658
S001,3,5,0.685548007,,0,0.635,0.4225,0.5365
S001,3,6,0.684875786,0.111111111,0.111111111,0.638266667,0.409266667,0.6104
S001,4,0,0.701368093,0.2,0.2,0.6227,0.4304,0.5957
S001,4,1,0.693660557,,0,0.589333333,0.370666667,0.571
S001,4,2,0.687586963,,0,0.5878,0.3657,0.5095
S001,4,3,0.680138171,,0,0.644230769,0.503153846,0.710538462
S001,4,4,0.659198105,,0,0.60875,0.50025,0.6
S001,5,0,0.686320305,,0,0.726,0.491875,0.625875
S001,5,1,0.693948269,,0,0.6048,0.452866667,0.536833333
S001,5,2,0.674289286,,0,0.667153846,0.418846154,0.523846154
S001,5,3,0.715025306,,0,0.647666667,0.3625,0.482083333
S001,5,4,0.694523036,,0,0.543285714,0.381714286,0.417857143
S001,6,0,0.681949556,0.25,0.25,0.570666667,0.505888889,0.572333333
S001,6,1,0.669002175,,0,0.647571429,0.499142857,0.641714286
S001,7,0,0.658962488,,0,0.641928571,0.3535,0.624
S001,7,1,0.684341073,,0,0.585142857,0.454714286,0.541
S001,7,2,0.689782858,,0,0.6475,0.375,0.673
S001,7,3,0.674517334,,0,0.670375,0.410875,0.55925
S001,7,4,0.660964012,,0,0.6483,0.3515,0.5075
S001,7,5,0.652889252,,0,0.592,0.392,0.721
S001,7,6,0.663223803,0.090909091,0.090909091,0.636571429,0.474357143,0.677642857
S001,8,0,0.700917542,,0,0.657842105,0.343315789,0.448315789
S001,8,1,0.665086925,,0,0.5915,0.4444,0.565
S001,8,2,0.685888886,0.166666667,0.166666667,0.504571429,0.516857143,0.623571429
S001,8,3,0.674645126,,0,0.801,0.471666667,0.509333333
S001,8,4,0.653299868,,0,0.776,0.422,0.454
S001,8,5,0.690058172,,0,0.74675,0.46,0.71
S001,8,6,0.686876535,,0,0.614222222,0.463555556,0.569555556
S001,8,7,0.65940541,0.25,0.25,0.5618,0.393,0.445
S001,8,8,0.671672523,,0,0.591714286,0.484428571,0.610285714
S001,8,9,0.686856866,,0,0.646857143,0.425,0.621
S001,9,0,0.673050344,,0,0.68525,0.30175,0.5725
S001,9,1,0.685856104,0.4,0.4,0.381111111,0.591111111,0.539555556
S001,9,2,0.675763547,,0,0.652666667,0.395333333,0.677833333
S001,9,3,0.656086743,,0,0.5838,0.3928,0.573
S001,9,4,0.67576611,,0,0.612538462,0.417692308,0.574923077
S001,9,5,0.667878151,,0,0.698857143,0.437428571,0.587142857
S001,9,6,0.702419817,,0,0.561666667,0.452,0.6385
S001,9,7,0.681518078,0.5,0.5,0.6472,0.4066,0.626
S001,9,8,0.666046858,0.1,0.1,0.712818182,0.445181818,0.686545455
S001,10,0,0.680324376,,0,0.5964,0.4182,0.568533333
S001,10,1,0.668914258,,0,0.4575,0.2835,0.409
S001,10,2,0.667782068,,0,0.526833333,0.422,0.5955
S001,10,3,0.685971022,,0,0.56375,0.382,0.5405
S001,10,4,0.646040857,,0,0.6073,0.3734,0.5463
S001,10,5,0.667522252,0.25,0.25,0.579,0.622285714,0.604714286
S001,10,6,0.661013842,,0,0.723666667,0.383333333,0.458333333
S001,10,7,0.683783293,,0,0.6462,0.4484,0.5366
S001,10,8,0.67945987,0.25,0.25,0.4072,0.5146,0.4694
S001,10,9,0.666058481,,0,0.627727273,0.496454545,0.685227273
S001,11,0,0.693516552,,0,0.68325,0.427375,0.5795
S001,11,1,0.69340384,,0,0.666428571,0.386142857,0.490571429
S001,11,2,0.690961182,,0,0.694888889,0.370555556,0.488333333
S001,11,3,0.692914903,,0,0.7638,0.4994,0.525
S001,11,4,0.704545617,,0,0.6184,0.4518,0.4668
S001,11,5,0.69338423,,0,0.646,0.4395,0.5325
S001,12,0,0.673561215,,0,0.958,0.353,0.526
S001,12,1,0.700285673,,0,0.778166667,0.394666667,0.633333333
S001,12,2,0.667725325,,0,0.549909091,0.491363636,0.572545455
S001,12,3,0.670119703,,0,0.598,0.484909091,0.543909091
S001,12,4,0.658837616,,0,0.606,0.489,0.52725
S001,12,5,0.688519537,,0,0.730428571,0.326,0.682714286
S001,12,6,0.670804083,,0,0.7715,0.37775,0.51175
S001,13,0,0.688196301,,0,0.580333333,0.415333333,0.663333333
S001,13,1,0.68825233,,0,0.531666667,0.416666667,0.670666667
S001,13,2,0.661689699,,0,0.6858,0.401,0.6582
S001,13,3,0.667367339,,0,0.692052632,0.445052632,0.603684211
S001,14,0,0.67294091,0.142857143,0.142857143,0.627375,0.4390625,0.604625
S001,14,1,0.668655038,0.5,0.5,0.451333333,0.491666667,0.410333333
S001,14,2,0.662635207,,0,0.74,0.594,0.667
S001,14,3,0.699638665,0.125,0.125,0.5597,0.452,0.5165
S001,14,4,0.677622616,,0,0.4965,0.3385,0.40575
S001,14,5,0.686973512,0.25,0.25,0.615473684,0.468,0.574421053
S001,15,0,0.672188044,0.2,0.2,0.618833333,0.428333333,0.613666667
S001,15,1,0.652605593,,0,0.715333333,0.535666667,0.694
S001,15,2,0.634326339,,0,0.427,0.373,0.307
S001,15,3,0.700176179,,0,0.697588235,0.452882353,0.619588235
S001,15,4,0.687672734,,0,0.5445,0.490333333,0.531833333
S001,15,5,0.678115904,,0,0.802,0.602,0.596
S001,15,6,0.678115904,,0,0.802,0.602,0.596
S002,0,0,0.677675188,,0,0.66515,0.4696,0.5259
S002,0,1,0.662211597,,0,0.527333333,0.439333333,0.415333333
S002,0,2,0.685454965,,0,0.6409,0.4375,0.6052
S002,0,3,0.686778307,,0,0.676611111,0.374833333,0.519333333
S002,1,0,0.67052418,,0,0.489,0.3615,0.382
S002,1,1,0.662011445,,0,0.475,0.479333333,0.544
S002,2,0,0.675210595,,0,0.4775,0.6065,0.50475
S002,2,1,0.662034333,,0,0.621,0.397733333,0.56
S002,2,2,0.668177843,,0,0.742,0.448666667,0.628666667
S002,3,0,0.674718738,,0,0.691375,0.4765,0.59525
S002,3,1,0.685797572,0.4,0.4,0.450117647,0.539588235,0.583647059
S002,3,2,0.679195464,,0,0.742,0.448666667,0.628666667
S002,4,0,0.650744081,,0,0.728,0.3025,0.6705
S002,4,1,0.68508786,,0,0.594833333,0.412416667,0.545833333
S002,4,2,0.709353745,,0,0.530375,0.413875,0.544625
S002,4,3,0.691219151,,0,0.668928571,0.413928571,0.6025
S002,5,0,0.674520314,,0,0.958,0.353,0.526
S002,5,1,0.673561215,,0,0.958,0.353,0.526
S002,6,0,0.677675188,,0,0.66515,0.4696,0.5259
S002,6,1,0.662211597,,0,0.527333333,0.439333333,0.415333333
S002,6,2,0.685454965,,0,0.6409,0.4375,0.6052
S002,6,3,0.686778307,,0,0.676611111,0.374833333,0.519333333
S002,7,0,0.67052418,,0,0.489,0.3615,0.382
S002,7,1,0.662011445,,0,0.475,0.479333333,0.544
S002,8,0,0.675210595,,0,0.4775,0.6065,0.50475
S002,8,1,0.662034333,,0,0.621,0.397733333,0.56
S002,8,2,0.668177843,,0,0.742,0.448666667,0.628666667
S002,9,0,0.674718738,,0,0.691375,0.4765,0.59525
S002,9,1,0.685797572,0.4,0.4,0.450117647,0.539588235,0.583647059
S002,9,2,0.679195464,,0,0.742,0.448666667,0.628666667
S002,10,0,0.650744081,,0,0.728,0.3025,0.6705
S002,10,1,0.68508786,,0,0.594833333,0.412416667,0.545833333
S002,10,2,0.709353745,,0,0.530375,0.413875,0.544625
S002,10,3,0.691219151,,0,0.668928571,0.413928571,0.6025
S002,11,0,0.674520314,,0,0.958,0.353,0.526
S002,11,1,0.673561215,,0,0.958,0.353,0.526
S003,0,0,0.673513532,,0,0.7496,0.4812,0.6404
S003,0,1,0.678922236,,0,0.674954545,0.416590909,0.590227273
S003,0,2,0.690219879,,0,0.7525,0.3713,0.622
S003,0,3,0.674903333,0.4,0.4,0.638777778,0.528777778,0.589222222
S003,0,4,0.69615835,,0,0.8435,0.3935,0.737
S003,0,5,0.689469814,,0,0.7575,0.3845,0.71525
S003,0,6,0.647250235,,0,0.768,0.382,0.469
S003,1,0,0.664726257,,0,0.698,0.2765,0.426
S003,1,1,0.666869104,,0,0.698,0.2765,0.426
S003,1,2,0.666869104,,0,0.698,0.2765,0.426
S003,1,3,0.720376968,,0,0.683333333,0.273833333,0.488166667
S003,1,4,0.71771276,0.25,0.25,0.6721,0.5528,0.6485
S003,1,5,0.633921444,,0,0.707,0.412666667,0.621333333
S003,1,6,0.674291134,,0,0.748444444,0.478777778,0.696444444
S003,1,7,0.699529827,,0,0.814,0.2965,0.557
S003,1,8,0.676361799,,0,0.958,0.353,0.526
S004,0,0,0.671266377,,0,0.632538462,0.382,0.611076923
S004,1,0,0.690919578,,0,0.658,0.380384615,0.655615385
S004,1,1,0.65564692,,0,0.5305,0.3955,0.4505
S004,1,2,0.66172123,,0,0.688166667,0.382666667,0.567166667
S004,1,3,0.649915338,,0,0.6005,0.35575,0.44275
S004,1,4,0.640832484,,0,0.680166667,0.348666667,0.550666667
S004,1,5,0.69024092,,0,0.606230769,0.390461538,0.467615385
S004,1,6,0.66423893,,0,0.67,0.24,0.554
S004,1,7,0.652562559,,0,0.675454545,0.427090909,0.625272727
S004,1,8,0.657646477,,0,0.6012,0.405,0.5302
S004,2,0,0.669671774,,0,0.635533333,0.392266667,0.659666667
S004,2,1,0.68901962,0.142857143,0.142857143,0.601764706,0.469705882,0.656352941
S004,2,2,0.661523402,,0,0.795,0.3675,0.5935
S004,2,3,0.665468276,,0,0.5982,0.4132,0.5074
S004,2,4,0.648254395,,0,0.68475,0.4475,0.696125
S004,2,5,0.665015936,,0,0.498,0.38025,0.48575
S004,2,6,0.660211504,,0,0.623789474,0.398,0.656947368
S004,2,7,0.685991347,,0,0.644538462,0.439538462,0.644769231
S004,2,8,0.668053031,,0,0.6724,0.3994,0.6016
S004,2,9,0.659674585,,0,0.7048,0.402,0.527
S004,3,0,0.648870289,,0,0.67,0.24,0.554
S004,3,1,0.689746499,,0,0.53,0.498142857,0.446857143
S004,3,2,0.642875731,,0,0.70175,0.43225,0.48975
S004,3,3,0.652149081,,0,0.6154,0.3504,0.5316
S004,3,4,0.6570099,0.2,0.2,0.62225,0.478416667,0.687666667
S004,3,5,0.671923518,0.125,0.125,0.6391,0.4424,0.6846
S004,4,0,0.67228204,,0,0.626714286,0.294142857,0.561
S004,4,1,0.671382546,,0,0.614888889,0.383888889,0.516
S004,4,2,0.663041651,0.125,0.125,0.654,0.404384615,0.596923077
S004,4,3,0.664843798,,0,0.680555556,0.455,0.664777778
S004,5,0,0.671558917,,0,0.60225,0.385625,0.685375
S004,5,1,0.688011825,0.153846154,0.153846154,0.542875,0.4285,0.527
S004,5,2,0.68016088,,0,0.60875,0.38425,0.5686875
S004,5,3,0.669185638,,0,0.639,0.4202,0.5957
S004,5,4,0.694642782,0.166666667,0.166666667,0.593833333,0.42125,0.525666667
S004,6,0,0.691877067,,0,0.509,0.4086,0.4862
S004,6,1,0.678822458,,0,0.624666667,0.544333333,0.663666667
S004,6,2,0.722376943,0.3,0.3,0.5437,0.4556,0.5436
S004,6,3,0.692236423,,0,0.710333333,0.446,0.598666667
S004,6,4,0.67890209,,0,0.724,0.422,0.581
S004,6,5,0.676593184,,0,0.662818182,0.490181818,0.598545455
S004,7,0,0.687113643,0.4,0.4,0.358166667,0.6145,0.5675
S004,7,1,0.682812989,,0,0.7195,0.361,0.62825
S004,7,2,0.690487862,0.25,0.25,0.574928571,0.509571429,0.591285714
S004,7,3,0.708879769,,0,0.478,0.497666667,0.555666667
S004,7,4,0.668421984,1,1,0.4645,0.515,0.5015
S004,7,5,0.674543202,,0,0.602,0.4712,0.4374
S004,7,6,0.669361472,0.1,0.1,0.583733333,0.3942,0.536
S004,8,0,0.667457223,,0,0.6444,0.3688,0.5624
S004,8,1,0.640535593,,0,0.643111111,0.468777778,0.652111111
S004,8,2,0.699326038,0.1,0.1,0.658142857,0.44852381,0.571571429
S004,8,3,0.674817741,,0,0.7005,0.491625,0.64775
S004,8,4,0.643013775,,0,0.612777778,0.46,0.585777778
S004,8,5,0.677224517,0.2,0.2,0.6974,0.3098,0.5947
S004,9,0,0.689031482,,0,0.600928571,0.443285714,0.582
S004,9,1,0.691821277,,0,0.577125,0.350125,0.4525
S004,9,2,0.690441012,,0,0.607909091,0.507727273,0.532545455
S004,9,3,0.689681828,,0,0.859666667,0.462,0.641
S004,9,4,0.659668684,,0,0.665,0.43,0.555
S004,9,5,0.679709852,,0,0.4995,0.355833333,0.472166667
S004,9,6,0.685688019,0.166666667,0.166666667,0.5465,0.378666667,0.477583333
S004,10,0,0.666178763,,0,0.6926,0.3886,0.5547
S004,10,1,0.682497978,,0,0.6778,0.37052,0.5546
S004,10,2,0.698296845,,0,0.29,0.524,0.526
S004,10,3,0.689083636,,0,0.6524,0.3972,0.4526
S004,10,4,0.677773178,,0,0.750642857,0.450428571,0.674142857
S004,10,5,0.660983562,,0,0.648714286,0.477,0.601142857
S004,11,0,0.679248512,,0,0.751,0.4026,0.5562
S004,11,1,0.705380321,,0,0.677789474,0.389421053,0.545947368
S004,11,2,0.676007867,0.083333333,0.083333333,0.653809524,0.39547619,0.537904762
S004,12,0,0.69154644,,0,0.680052632,0.406263158,0.545421053
S004,12,1,0.689034224,,0,0.672307692,0.504230769,0.676230769
S004,12,2,0.646402299,,0,0.67,0.24,0.554
S004,12,3,0.691716731,,0,0.593333333,0.408,0.496866667
S004,12,4,0.656033695,,0,0.78,0.667,0.618
S004,12,5,0.688043177,,0,0.5602,0.425,0.547
S004,12,6,0.690221786,,0,0.7245,0.3822,0.6549
S004,13,0,0.664786279,,0,0.710956522,0.494043478,0.636304348
S004,13,1,0.672891736,0.5,0.5,0.421,0.473,0.4155
S004,13,2,0.657810867,0.076923077,0.076923077,0.587294118,0.459647059,0.603235294
S004,13,3,0.675448477,,0,0.635416667,0.419583333,0.604833333
S004,13,4,0.663086474,,0,0.67,0.548,0.536
S004,13,5,0.691589653,0.076923077,0.076923077,0.638368421,0.468842105,0.649578947
S004,13,6,0.693387747,0.142857143,0.142857143,0.4776,0.4041,0.4265
S004,14,0,0.670411587,,0,0.643230769,0.372769231,0.589
S004,15,0,0.681857288,0.052631579,0.052631579,0.692322581,0.463967742,0.667677419
S004,15,1,0.682007313,,0,0.5211,0.4734,0.5267
S004,16,0,0.667338192,,0,0.5992,0.3558,0.5134
S004,16,1,0.650938988,,0,0.457333333,0.324,0.439333333
S004,16,2,0.688117206,0.2,0.2,0.705,0.490333333,0.714166667
S004,16,3,0.666301727,,0,0.786,0.408,0.618
S004,16,4,0.669606209,0.333333333,0.333333333,0.712833333,0.5435,0.760333333
S004,16,5,0.666581273,,0,0.7194,0.3904,0.6255
S004,16,6,0.680877566,0.25,0.25,0.749142857,0.434142857,0.586857143
S004,16,7,0.673561215,,0,0.958,0.353,0.526
S004,16,8,0.673561215,,0,0.958,0.353,0.526
S004,16,9,0.673561215,,0,0.958,0.353,0.526
S005,0,0,0.698304772,0.142857143,0.142857143,0.5443,0.4049,0.5173
S005,0,1,0.694235206,,0,0.4555,0.462333333,0.5535
S005,0,2,0.696726859,0.333333333,0.333333333,0.551454545,0.492909091,0.546818182
S005,0,3,0.661387682,,0,0.772,0.316,0.606
S005,0,4,0.690932095,0.25,0.25,0.572142857,0.373428571,0.556428571
S005,0,5,0.651871979,,0,0.604,0.4,0.5
S005,1,0,0.69317925,,0,0.680857143,0.439142857,0.602166667
S005,1,1,0.684456348,0.111111111,0.111111111,0.606,0.521608696,0.560608696
S005,2,0,0.675825238,,0,0.636928571,0.408071429,0.591071429
S005,2,1,0.675078392,,0,0.724166667,0.452388889,0.650055556
S005,2,2,0.684330761,,0,0.716833333,0.5015,0.7095
S005,2,3,0.676142335,0.111111111,0.111111111,0.624545455,0.450545455,0.597727273
S005,3,0,0.680235207,,0,0.703666667,0.413,0.678666667
S005,3,1,0.684768975,0.25,0.25,0.409333333,0.6095,0.6065
S005,3,2,0.675949752,0.083333333,0.083333333,0.637190476,0.407761905,0.611904762
S005,4,0,0.67025429,,0,0.661,0.394666667,0.652833333
S005,4,1,0.662702858,0.2,0.2,0.621,0.41425,0.556625
S005,4,2,0.695131898,0.25,0.25,0.421,0.46175,0.50425
S005,4,3,0.673370183,0.272727273,0.272727273,0.470727273,0.576909091,0.634272727
S005,5,0,0.687286913,0.2,0.2,0.570888889,0.397888889,0.564444444
S005,5,1,0.696998298,,0,0.559,0.376,0.45425
S005,5,2,0.683392346,0.333333333,0.333333333,0.6944,0.525,0.7024
S005,5,3,0.66362524,0.666666667,0.666666667,0.672,0.5944,0.7336
S005,6,0,0.676030159,,0,0.7336,0.4522,0.684
S005,6,1,0.716701865,,0,0.666,0.505333333,0.625666667
S005,6,2,0.685174525,,0,0.52875,0.480625,0.616125
S005,6,3,0.672254682,0.142857143,0.142857143,0.468,0.5504,0.4839
S005,7,0,0.68423897,0.333333333,0.333333333,0.5425,0.63425,0.6815
S005,7,1,0.69033587,0.3,0.3,0.476818182,0.560090909,0.648727273
S005,7,2,0.670918703,0.142857143,0.142857143,0.521555556,0.606444444,0.533777778
S005,7,3,0.666117728,,0,0.6145,0.5015,0.486
S005,7,4,0.712709248,0.363636364,0.363636364,0.466066667,0.576866667,0.5384
S005,8,0,0.669770718,,0,0.6756,0.4904,0.6174
S005,8,1,0.686555982,0.25,0.25,0.536,0.568818182,0.662363636
S005,8,2,0.678443134,0.4,0.4,0.368125,0.632375,0.6175
S005,8,3,0.675757885,,0,0.581285714,0.566285714,0.666
S005,9,0,0.686940789,0.25,0.25,0.579285714,0.520928571,0.684142857
S005,9,1,0.6743173,,0,0.707222222,0.506388889,0.704
S005,10,0,0.664691567,,0,0.610857143,0.390857143,0.562571429
S005,10,1,0.666984081,,0,0.591083333,0.36325,0.526416667
S005,10,2,0.674301147,,0,0.539333333,0.344666667,0.444666667
S005,10,3,0.66414237,,0,0.539333333,0.344666667,0.444666667
S005,10,4,0.66414237,,0,0.539333333,0.344666667,0.444666667
S005,11,0,0.667022288,,0,0.624375,0.440125,0.577
S005,11,1,0.667100966,0.111111111,0.111111111,0.605142857,0.45,0.546357143
S005,11,2,0.671613693,,0,0.607333333,0.402222222,0.541
S005,11,3,0.656350493,,0,0.633384615,0.403692308,0.488769231
S005,11,4,0.675846994,,0,0.539333333,0.344666667,0.444666667
S005,12,0,0.643577516,,0,,,
S005,13,0,0.657634914,,0,0.667714286,0.406714286,0.516428571
S005,13,1,0.679783344,,0,0.692521739,0.467086957,0.620173913
S005,13,2,0.668646872,,0,0.712888889,0.476555556,0.712222222
S005,13,3,0.656400383,0.166666667,0.166666667,0.604571429,0.422857143,0.578285714
S005,13,4,0.67906642,0.25,0.25,0.63225,0.4725,0.613875
S005,13,5,0.665790975,0.333333333,0.333333333,0.57875,0.47175,0.54175
S005,13,6,0.680292726,0.5,0.5,0.601666667,0.699,0.753333333
S005,13,7,0.679080844,,0,0.579,0.4215,0.5361
S005,13,8,0.674168468,,0,0.591882353,0.460235294,0.567411765
S005,14,0,0.664181709,,0,0.591727273,0.466636364,0.624454545
S005,14,1,0.671178699,,0,0.758928571,0.426071429,0.663642857
S005,14,2,0.675054848,,0,0.6965,0.4175,0.67075
S005,14,3,0.657392919,,0,0.6735,0.3835,0.52525
S005,14,4,0.680164516,0.111111111,0.111111111,0.7081,0.5268,0.7184
S005,14,5,0.708846688,,0,0.347,0.545,0.578
S005,14,6,0.702181756,0.2,0.2,0.658875,0.48125,0.521125
S005,15,0,0.695199072,,0,0.644888889,0.392222222,0.518
S005,15,1,0.676808298,,0,0.77475,0.4425,0.65425
S005,15,2,0.705815852,0.142857143,0.142857143,0.620888889,0.472444444,0.521333333
S005,15,3,0.693975925,,0,0.48825,0.4775,0.458625
S005,15,4,0.689152837,,0,0.700428571,0.455285714,0.553428571
S005,15,5,0.694278061,0.142857143,0.142857143,0.581,0.5923,0.5623
S005,15,6,0.677445889,,0,0.6635,0.46975,0.675
S005,15,7,0.668356061,,0,0.7,0.387333333,0.577666667
S005,15,8,0.670804739,,0,0.5080625,0.48875,0.550375
S005,15,9,0.679680228,0.125,0.125,0.5505,0.555666667,0.619333333
S005,15,10,0.700555444,,0,0.59375,0.2935,0.521
S005,16,0,0.652265191,,0,0.493666667,0.371333333,0.423333333
S005,16,1,0.679666162,,0,0.618166667,0.408166667,0.516833333
S005,16,2,0.664289713,,0,0.888,0.547,0.741
S005,16,3,0.660307646,,0,0.888,0.547,0.741
S005,16,4,0.686737716,,0,0.661416667,0.471666667,0.703916667
S005,16,5,0.656216204,,0,0.641666667,0.427166667,0.622
S005,16,6,0.666143358,0.25,0.25,0.636777778,0.532222222,0.670555556
S005,16,7,0.695608795,,0,0.8602,0.5208,0.7304
S005,16,8,0.668702185,,0,0.673230769,0.426230769,0.536615385
S005,16,9,0.67140913,0.25,0.25,0.7148,0.452,0.662
S005,17,0,0.659039795,0.1,0.1,0.68275,0.5165,0.644416667
S005,17,1,0.672256052,,0,0.662272727,0.425181818,0.666454545
S005,17,2,0.67472744,,0,0.5921,0.4321,0.604
S005,17,3,0.654516995,,0,0.475,0.479333333,0.544
S005,17,4,0.656640112,0.2,0.2,0.529,0.568857143,0.584
S005,17,5,0.659056485,,0,0.5584,0.5198,0.7276
S005,17,6,0.671422303,0.071428571,0.071428571,0.568529412,0.488823529,0.626588235
S005,18,0,0.639153779,,0,0.765,0.361,0.704
S005,18,1,0.680307508,0.125,0.125,0.600363636,0.519545455,0.650909091
S005,18,2,0.666491747,,0,0.713571429,0.470428571,0.662857143
S005,18,3,0.648889184,,0,0.738142857,0.457285714,0.684428571
S005,18,4,0.670904338,0.166666667,0.166666667,0.611285714,0.648428571,0.762142857
S005,18,5,0.675542891,0.333333333,0.333333333,0.590777778,0.599111111,0.785666667
S005,18,6,0.656154752,,0,0.659857143,0.473,0.691285714
S005,18,7,0.662570715,0.333333333,0.333333333,0.5156,0.5798,0.5994
S005,19,0,0.671262562,,0,0.637916667,0.495666667,0.670833333
S005,19,1,0.67151767,,0,0.751666667,0.668666667,0.889
S005,19,2,0.662136674,0.25,0.25,0.3516,0.5414,0.438
S005,19,3,0.688931763,0.333333333,0.333333333,0.568666667,0.598866667,0.603666667
S005,19,4,0.697043836,0.2,0.2,0.566428571,0.602857143,0.609714286
S005,19,5,0.681878924,,0,0.72175,0.52475,0.778
S005,20,0,0.677776694,,0,0.715736842,0.447842105,0.617789474
S005,20,1,0.686350584,,0,0.685125,0.358,0.625375
S005,20,2,0.696097612,,0,0.657,0.300333333,0.492666667
S005,20,3,0.695389211,,0,0.57825,0.245,0.4835
S005,20,4,0.632218838,,0,0.697,0.4365,0.72025
S005,20,5,0.687442541,,0,0.63775,0.462,0.48675
S005,20,6,0.690048873,,0,0.784714286,0.395142857,0.592714286
S005,20,7,0.679620802,,0,0.8165,0.4555,0.663
S005,20,8,0.674356282,,0,0.7198,0.5604,0.7372
S005,20,9,0.683143735,,0,0.777571429,0.595714286,0.708428571
S005,21,0,0.683906019,0.4,0.4,0.6323,0.6059,0.6181
S005,21,1,0.68216455,0.1,0.1,0.598588235,0.445588235,0.618647059
S005,21,2,0.670617938,,0,0.657285714,0.419857143,0.661428571
S005,21,3,0.671813846,0.181818182,0.181818182,0.624875,0.4955,0.7030625
S005,21,4,0.709549248,,0,0.8175,0.42775,0.65725
S005,21,5,0.686846972,,0,0.708153846,0.445923077,0.604230769
S005,21,6,0.665301979,,0,0.717875,0.478125,0.650625
S005,21,7,0.685518384,,0,0.685333333,0.316666667,0.598333333
S005,22,0,0.678189158,,0,0.6945,0.4325,0.622
S005,22,1,0.6875723,,0,0.611125,0.341,0.464375
S005,22,2,0.677889585,,0,0.62,0.574,0.557666667
S005,22,3,0.669449747,,0,0.769666667,0.403333333,0.69
S005,22,4,0.706806779,0.4,0.4,0.517857143,0.444428571,0.581285714
S005,22,5,0.687045634,,0,0.7172,0.438,0.61
S005,22,6,0.675624847,,0,0.549333333,0.321,0.439333333
S005,22,7,0.677405715,,0,0.6715,0.5055,0.6365
S005,22,8,0.681497693,0.111111111,0.111111111,0.681,0.425384615,0.602923077
S005,23,0,0.671183527,,0,0.724,0.443666667,0.753
S005,23,1,0.662515283,,0,0.695777778,0.492888889,0.604
S005,23,2,0.685770929,0.125,0.125,0.75144,0.48972,0.69588
S005,23,3,0.634391963,,0,0.5835,0.4835,0.487
S005,23,4,0.646697581,1,1,0.479,0.6205,0.558
S005,23,5,0.633186042,,0,0.5835,0.4835,0.487
S005,23,6,0.637774169,1,1,0.5045,0.4365,0.478
S005,23,7,0.6796965,,0,0.690125,0.443625,0.58725
S005,23,8,0.673561215,,0,0.958,0.353,0.526
S005,23,9,0.688989341,,0,0.774428571,0.371142857,0.654285714
S005,23,10,0.673561215,,0,0.958,0.353,0.526
S005,24,0,0.671813905,0.111111111,0.111111111,0.61,0.517214286,0.595642857
S005,24,1,0.66004914,,0,0.67,0.392285714,0.579714286
S005,24,2,0.692635953,0.235294118,0.235294118,0.535238095,0.583095238,0.600190476
S005,24,3,0.683465183,0.2,0.2,0.57,0.445714286,0.492571429
S005,24,4,0.673609376,,0,0.615333333,0.494666667,0.437333333
S005,24,5,0.704493582,,0,0.354,0.6438,0.4382
S005,24,6,0.697613537,,0,0.2865,0.53,0.44725
S005,24,7,0.675415158,0.083333333,0.083333333,0.59165,0.4634,0.60345
S005,25,0,0.698304772,0.142857143,0.142857143,0.5443,0.4049,0.5173
S005,25,1,0.694235206,,0,0.4555,0.462333333,0.5535
S005,25,2,0.696726859,0.333333333,0.333333333,0.551454545,0.492909091,0.546818182
S005,25,3,0.661387682,,0,0.772,0.316,0.606
S005,25,4,0.690932095,0.25,0.25,0.572142857,0.373428571,0.556428571
S005,25,5,0.651871979,,0,0.604,0.4,0.5
S005,26,0,0.69317925,,0,0.680857143,0.439142857,0.602166667
S005,26,1,0.684456348,0.111111111,0.111111111,0.606,0.521608696,0.560608696
S005,27,0,0.675825238,,0,0.636928571,0.408071429,0.591071429
S005,27,1,0.675078392,,0,0.724166667,0.452388889,0.650055556
S005,27,2,0.684330761,,0,0.716833333,0.5015,0.7095
S005,27,3,0.676142335,0.111111111,0.111111111,0.624545455,0.450545455,0.597727273
S005,28,0,0.680235207,,0,0.703666667,0.413,0.678666667
S005,28,1,0.684768975,0.25,0.25,0.409333333,0.6095,0.6065
S005,28,2,0.675949752,0.083333333,0.083333333,0.637190476,0.407761905,0.611904762
S005,29,0,0.67025429,,0,0.661,0.394666667,0.652833333
S005,29,1,0.662702858,0.2,0.2,0.621,0.41425,0.556625
