speech_id,line_id,sentence_id,sentence_text,anger
S023,0,0,We’re going to do this.,0.0
S023,0,1,Good evening.,0.0
S023,0,2,Good evening.,0.0
S023,0,3,Thank you all.,0.0
S023,0,4,Thank you.,0.0
S023,0,5,Can we hear it for Tim Walz?,0.0
S023,1,0,Oh my goodness.,0.0
S023,1,1,"Oh, it’s good to be back in Arizona.",0.0
S023,1,2,"Good evening, everyone.",0.0
S023,1,3,Oh my goodness.,0.0
S023,1,4,Thank you all so very much.,0.0
S023,1,5,"Oh, it is good to be back.",0.0
S023,1,6,"Let me just say, let me just start by thanking everyone who is here.",0.0
S023,1,7,Thank you all so very much all of you.,0.0
S023,1,8,We’re going to do this.,0.0
S023,1,9,We’re going to do this.,0.0
S023,1,10,We are going to do this.,0.0
S023,1,11,"Yes, we are.",0.0
S023,1,12,"And I want to thank all of the incredible leaders who are here, including Congressman Greg Stanton.",0.0
S023,1,13,"Your next United States Senator, Congressman Ruben Gallego.",0.0
S023,1,14,"And my dear friend, United States Senator Mark Kelly.",0.0
S023,1,15,"And let me just say, as Arizona knows, Mark is an extraordinary leader who has dedicated his life to the service of our nation as a fighter pilot, as an astronaut, and as a member of the United States Congress.",0.0
S023,1,16,And he has given so much to our country.,0.0
S023,1,17,He always fights for the people of Arizona.,0.0
S023,1,18,"And I am so grateful, Mark, for your friendship and your leadership.",0.0
S023,1,19,"And of course, the phenomenal congresswoman, Gabby Giffords.",0.0
S023,1,20,"They’re also an incredible group of mayors with us today, Mayor Kate Gallego, Mayor Corey Woods, and Arizona co-chair of Republicans for Harris, Mayor John Giles.",0.0
S023,1,21,"So today, I also bring greetings from our incredible president, Joe Biden.",0.0
S023,2,0,"And as you all just heard, Tim has a great record as governor of the great state of Minnesota.",0.0
S023,2,1,"And to those who know him best, Tim goes by a few more titles besides governor to his wife, Gwen.",0.0
S023,3,0,So let me say I have been clear now is the time to get a ceasefire deal and get the hostage deal done.,0.043478260869565216
S023,3,1,Now is the time and the president and I are working around the clock every day to get that ceasefire deal done and bring the hostages home.,0.0
S023,3,2,"So I respect your voices, but we are here to now talk about this race in 2024.",0.0
