speech_id,line_id,sentence_id,sentence_text,anger
S005,10,0,And we know what a second Trump term would look like.,0.0
S005,10,1,"It’s all laid out in Project 2025, written by his closest advisors, and its sum total is to pull our country back to the past.",0.0
S005,10,2,"But America, we are not going back.",0.0
S005,10,3,We are not going back.,0.0
S005,10,4,We are not going back.,0.0
S005,11,0,We are not going back to when Donald Trump tried to cut Social Security and Medicare.,0.0
S005,11,1,"We are not going back to when he tried to get rid of the Affordable Care Act, when insurance companies could deny people with pre-existing conditions.",0.038461538461538464
S005,11,2,We are not going to let him eliminate the Department of Education that funds our public schools.,0.0
S005,11,3,We are not going to let him end programs like Head Start that provide preschool and child care for our children.,0.0
S005,11,4,"America, we are not going back.",0.0
S005,12,0,And…,0.0
S005,13,0,"Whether you live in a rural area, small town, or big city.",0.0
S005,13,1,"And as president, I will bring together labor, and workers, and small business owners, and entrepreneurs, and American companies to create jobs to grow our economy and to lower the cost of everyday needs like healthcare, and housing, and groceries.",0.0
S005,13,2,"We will provide access to capital for small business owners, and entrepreneurs, and founders.",0.0
S005,13,3,And we will end America’s housing shortage and protect Social Security and Medicare.,0.07692307692307693
S005,13,4,"Now, compare that to Donald Trump, because I think everyone here knows, he doesn’t actually fight for the middle class.",0.05
S005,13,5,He doesn’t actually fight for the middle class.,0.125
S005,13,6,"Instead, he fights for himself and his billionaire friends.",0.0
S005,13,7,And he will give them another round of tax breaks that will add up to $5 trillion to the national debt.,0.0
S005,13,8,"And all the while, he intends to enact what, in effect, is a national sales tax, call it a Trump tax, that would raise prices on middle class families by almost $4,000 a year.",0.0
S005,14,0,"Well, instead of a Trump tax hike, we will pass a middle- class tax cut that will benefit more than 100 million Americans.",0.0
S005,14,1,"Friends, I believe, America cannot truly be prosperous unless Americans are fully able to make their own decisions about their own lives, especially on matters of heart and home.",0.0
S005,14,2,"But tonight in America, too many women are not able to make those decisions.",0.0
S005,14,3,And let’s be clear about how we got here.,0.0
S005,14,4,Donald Trump hand-picked members of the United States Supreme Court to take away reproductive freedom.,0.06666666666666667
S005,14,5,And now he brags about it.,0.0
S005,14,6,"In his words, quote, “I did it and I’m proud to have done it.” End quote.",0.0
S005,15,0,"Well, I’ll tell you, over the past two years, I’ve traveled across our country and women have told me their stories.",0.0
S005,15,1,Husbands and fathers have shared theirs.,0.0
S005,15,2,"Stories of women miscarrying in a parking lot, developing sepsis, losing the ability to ever again have children.",0.05555555555555555
S005,15,3,All because doctors are afraid they may go to jail for caring for their patients.,0.0
S005,15,4,Couples just trying to grow their family cut off in the middle of IVF treatments.,0.0
S005,15,5,"Children who have survived sexual assault, potentially being forced to carry a pregnancy to term.",0.0
S005,15,6,This is what’s happening in our country because of Donald Trump.,0.0
S005,15,7,"And understand, he is not done.",0.0
S005,15,8,"As a part of his agenda, he and his allies would limit access to birth control, ban medication abortion, and enact a nationwide abortion ban with or without Congress.",0.0
S005,15,9,"And get this, get this, he plans to create a national anti-abortion coordinator and force states to report on women’s miscarriages and abortions.",0.043478260869565216
S005,15,10,"Simply put, they are out of their minds.",0.0
S005,16,0,And one must ask.,0.0
S005,16,1,"One must ask, why exactly is it that they don’t trust women?",0.0
S005,16,2,"Well, we trust women.",0.0
S005,16,3,We trust women.,0.0
S005,16,4,"And when Congress passes a bill to restore reproductive freedom, as president of the United States, I will proudly sign it into law.",0.0
S005,16,5,"In this election, many other fundamental freedoms are at stake.",0.0
S005,16,6,"The freedom to live safe from gun violence in our schools, communities, and places of worship.",0.125
S005,16,7,The freedom to love who you love openly and with pride.,0.0
S005,16,8,"The freedom to breathe clean air and drink clean water, and live free from the pollution that fuels the climate crisis.",0.0
S005,16,9,"And the freedom that unlocks all the others, the freedom to vote.",0.0
S005,17,0,"With this election, we finally have the opportunity to pass the John Lewis Voting Rights Act and the Freedom to Vote Act.",0.045454545454545456
S005,17,1,"And let me be clear, after decades in law enforcement, I know the importance of safety and security, especially at our border.",0.0
S005,17,2,"Last year, Joe and I brought together Democrats and conservative Republicans to write the strongest border bill in decades.",0.0
S005,17,3,The Border Patrol endorsed it.,0.0
S005,17,4,But Donald Trump believes a border deal would hurt his campaign.,0.09090909090909091
S005,17,5,"So, he ordered his allies in Congress to kill the deal.",0.0
S005,17,6,"Well, I refuse to play politics with our security, and here is my pledge to you, as president, I will bring back the bipartisan border security bill that he killed, and I will sign it into law.",0.02702702702702703
S005,18,0,I know.,0.0
S005,18,1,"I know, we can live up to our proud heritage as a nation of immigrants and reform our broken immigration system.",0.047619047619047616
S005,18,2,We can create an earned pathway to citizenship and secure our border.,0.0
S005,18,3,"And America, we must also be steadfast in advancing our security and values abroad.",0.0
S005,18,4,"As vice president, I have confronted threats to our security, negotiated with foreign leaders, strengthened our alliances, and engaged with our brave troops overseas.",0.0
S005,18,5,"As commander-in-chief, I will ensure America always has the strongest, most lethal fighting force in the world.",0.11764705882352941
S005,18,6,And I will fulfill our sacred obligation to care for our troops and their families.,0.0
S005,18,7,And I will always honor and never disparage their service and their sacrifice.,0.07692307692307693
S005,19,0,"I’ll make sure that we lead the world into the future on space and artificial intelligence, that America not China wins the competition for the 21st century.",0.0
S005,19,1,"And that we strengthen, not abdicate, our global leadership.",0.0
S005,19,2,"Trump, on the other hand, threatened to abandon NATO.",0.0
S005,19,3,"He encouraged Putin to invade our allies, said Russia could, quote, “Do whatever the hell they want.” Five days before Russia attacked Ukraine, I met with President Zelensky to warn him about Russia’s plan to invade.",0.05555555555555555
S005,19,4,I helped mobilize a global response over 50 countries to defend against Putin’s aggression.,0.0
S005,19,5,"And as president, I will stand strong with Ukraine and our NATO allies-",0.0
S005,20,0,"And we are charting a new way forward, forward to a future with a strong and growing middle class because we know a strong middle class has always been critical to America’s success.",0.0
S005,20,1,And building that middle class will be a defining goal of my presidency.,0.0
S005,20,2,"And I’ll tell you, this is personal for me.",0.0
S005,20,3,The middle class is where I come from.,0.0
S005,20,4,My mother kept a strict budget.,0.0
S005,20,5,"We lived within our means, yet we wanted for little.",0.0
S005,20,6,And she expected us to make the most of the opportunities that were available to us and to be grateful for them.,0.0
S005,20,7,"Because as she taught us, opportunity is not available to everyone.",0.0
S005,20,8,That’s why we will create what I call an opportunity economy.,0.0
S005,20,9,An opportunity economy where everyone has the chance to compete and a chance to succeed.,0.0
S005,21,0,"And know this, I’ll never hesitate to take whatever action is necessary to defend our forces and our interests against Iran and Iran-backed terrorists.",0.0
S005,21,1,"I will not cozy up to tyrants and dictators like Kim Jong-un, who are rooting for Trump, who are rooting for Trump because they know he is easy to manipulate with flattery and favors.",0.0
S005,21,2,They know Trump won’t hold autocrats accountable because he wants to be an autocrat himself.,0.0
S005,21,3,"And as President, I will never waver in defense of America’s security and ideals because in the enduring struggle between democracy and tyranny, I know where I stand and I know where the United States belongs.",0.05555555555555555
S005,21,4,"So fellow Americans, I love our country with all my heart.",0.0
S005,21,5,"Everywhere I go and everyone I meet, I see a nation that is ready to move forward, ready for the next step in the incredible journey that is America.",0.0
S005,21,6,I see an America where we hold fast to the fearless belief that built our nation and inspired the world.,0.0
S005,21,7,"That here in this country, anything is possible.",0.0
S005,22,0,That nothing is out of reach.,0.0
S005,22,1,"An America, where we care for one another, look out for one another, and recognize that we have so much more in common than what separates us.",0.0
S005,22,2,That none of us has to fail for all of us to succeed.,0.0
S005,22,3,"And that in unity, there is strength.",0.0
S005,22,4,"Our opponents in this race are out there every day, denigrating America, talking about how terrible everything is.",0.05555555555555555
S005,22,5,"Well, my mother had another lesson she used to teach.",0.0
S005,22,6,Never let anyone tell you who you are.,0.0
S005,22,7,You show them who you are.,0.0
S005,22,8,"America, let us show each other and the world, who we are and what we stand for: freedom, opportunity, compassion, dignity, fairness, and endless possibilities.",0.04
S005,23,0,We are the heirs to the greatest democracy in the history of the world.,0.0
S005,23,1,"And on behalf of our children and our grandchildren, and all of those who sacrificed so dearly for our freedom and liberty, we must be worthy of this moment.",0.0
S005,23,2,"It is now our turn to do what generations before us have done, guided by optimism and faith to fight for this country we love, to fight for the ideals we cherish, and to uphold the awesome responsibility that comes with the greatest privilege on earth: the privilege and pride of being an American.",0.037037037037037035
S005,23,3,So let’s get out there.,0.0
S005,23,4,Let’s fight For it.,0.25
S005,23,5,Let’s get out there.,0.0
S005,23,6,Let’s vote for it.,0.25
S005,23,7,"And together, let us write the next great chapter in the most extraordinary story ever hold.",0.0
S005,23,8,Thank you.,0.0
S005,23,9,God bless you and may God bless the United States of America.,0.0
S005,23,10,Thank you.,0.0
S005,24,0,"With respect to the war in Gaza, President Biden and I are working around the clock because now is the time to get a hostage deal and a ceasefire deal done.",0.03225806451612903
S005,24,1,"And let me be clear, I will always stand up for Israel’s right to defend itself.",0.0
S005,24,2,"And I will always ensure Israel has the ability to defend itself because the people of Israel must never again face the horror that a terrorist organization called Hamas caused on October 7, including unspeakable sexual violence and the massacre of young people at a music festival.",0.0851063829787234
S005,24,3,"At the same time, what has happened in Gaza over the past 10 months is devastating.",0.0
S005,24,4,So many innocent lives lost.,0.0
S005,24,5,"Desperate, hungry people fleeing for safety over and over again.",0.0
S005,24,6,The scale of suffering is heartbreaking.,0.0
S005,24,7,"President Biden and I are working to end this war such that Israel is secure, the hostages are released, the suffering in Gaza ends and the Palestinian people can realize their right to dignity, security, freedom, and self-determination.",0.0
S005,25,0,"As a prosecutor, when I had a case, I charged it not in the name of the victim, but in the name of the people, for a simple reason.",0.0
S005,25,1,"In our system of justice, a harm against any one of us is a harm against all of us.",0.0
S005,25,2,"And I would often explain this to console survivors of crime, to remind them, no one should be made to fight alone.",0.045454545454545456
S005,25,3,We are all in this together.,0.0
S005,25,4,"And every day in the courtroom, I stood proudly before a judge and I said five words.",0.0
S005,25,5,"“Kamala Harris, for the people.”",0.0
S005,26,0,"And to be clear, my entire career, I’ve only had one client, the people, and so on behalf of the people; on behalf of every American, regardless of party, race, gender, or the language your grandmother speaks; on behalf of my mother and everyone who has ever set out on their own unlikely journey; on behalf of Americans like the people I grew up with, people who work hard, chase their dreams and look out for one another; on behalf of everyone whose story could only be written in the greatest nation on earth, I accept your nomination to be President of the United States of America.",0.0
S005,26,1,"And with this election, our nation… Our nation, with this election, has a precious, fleeting opportunity to move past the bitterness, cynicism, and divisive battles of the past, a chance to chart a new way forward, not as members of any one party or faction, but as Americans.",0.0
S005,27,0,"And let me say, I know there are people of various political views watching tonight, and I want you to know, I promise to be a president for all Americans.",0.0
S005,27,1,"You can always trust me to put country above party and self, to hold sacred America’s fundamental principles, from the rule of law, to free and fair elections, to the peaceful transfer of power.",0.0
S005,27,2,I will be a president who unites us around our highest aspirations.,0.0
S005,27,3,"A president who leads and listens, who is realistic, practical, and has common sense, and always fights for the American people.",0.0
S005,28,0,"From the courthouse to the White House, that has been my life’s work.",0.0
S005,28,1,"As a young courtroom prosecutor in Oakland, California, I stood up for women and children against predators who abused them.",0.0
S005,28,2,"As Attorney General of California, I took on the big banks, delivered $ 20 billion for middle class families who faced foreclosure, and helped pass a Homeowner Bill of Rights, one of the first of its kind in the nation.",0.025
S005,29,0,I stood up for veterans and students being scammed by big for-profit colleges.,0.0
S005,29,1,"For workers who are being cheated out of their wages, the wages they were due.",0.0
S005,29,2,For seniors facing elder abuse.,0.0
S005,29,3,"I fought against the cartels who traffic in guns and drugs and human beings, who threaten the security of our border and the safety of our communities.",0.037037037037037035
S005,30,0,"And I will tell you, these fights were not easy, and neither were the elections that put me in those offices.",0.0
S005,30,1,We were underestimated at practically every turn.,0.0
S005,30,2,"But we never gave up, because the future is always worth fighting for.",0.07692307692307693
S005,30,3,"And that’s the fight we are in right now, a fight for America’s future.",0.14285714285714285
S005,31,0,"Fellow Americans, this election is not only the most important of our lives, it is one of the most important in the life of our nation.",0.0
S005,31,1,"In many ways, Donald Trump is an unserious man.",0.0
S005,31,2,But the consequences of putting Donald Trump back in the White House are extremely serious.,0.0
S005,31,3,"Consider not only the chaos and calamity when he was in office, but also the gravity of what has happened since he lost the last election.",0.038461538461538464
S005,32,0,Donald Trump tried to throw away your votes.,0.0
S005,32,1,"When he failed, he sent an armed mob to the United States Capitol, where they assaulted law enforcement officers.",0.10526315789473684
S005,32,2,"When politicians in his own party begged him to call off the mob and send help, he did the opposite.",0.05
S005,32,3,He fanned the flames.,0.0
S005,32,4,"And now, for an entirely different set of crimes, he was found guilty of fraud by a jury of everyday Americans, and separately found liable for committing sexual abuse.",0.06896551724137931
S005,33,0,And consider what he intends to do if we give him power again.,0.0
S005,33,1,Consider his explicit intent to set free violent extremists who assaulted those law enforcement officers at the Capitol.,0.05555555555555555
S005,33,2,"His explicit intent to jail journalists, political opponents, and anyone he sees as the enemy.",0.0
S005,33,3,His explicit intent to deploy our active duty military against our own citizens.,0.0
S005,34,0,"Consider the power he will have, especially after the United States Supreme Court just ruled that he would be immune from criminal prosecution.",0.08695652173913043
S005,34,1,"Just imagine Donald Trump with no guardrails, and how he would use the immense powers of the presidency of the United States, not to improve your life, not to strengthen our national security, but to serve the only client he has ever had, himself.",0.0
S005,35,0,And we know what a second Trump term would look like.,0.0
S005,35,1,"It’s all laid out in Project 2025, written by his closest advisors, and its sum total is to pull our country back to the past.",0.0
S005,35,2,"But America, we are not going back.",0.0
S005,35,3,We are not going back.,0.0
S005,35,4,We are not going back.,0.0
S005,36,0,We are not going back to when Donald Trump tried to cut Social Security and Medicare.,0.0
S005,36,1,"We are not going back to when he tried to get rid of the Affordable Care Act, when insurance companies could deny people with pre-existing conditions.",0.038461538461538464
S005,36,2,We are not going to let him eliminate the Department of Education that funds our public schools.,0.0
S005,36,3,We are not going to let him end programs like Head Start that provide preschool and child care for our children.,0.0
S005,36,4,"America, we are not going back.",0.0
S005,37,0,And…,0.0
S005,38,0,"Whether you live in a rural area, small town, or big city.",0.0
S005,38,1,"And as president, I will bring together labor, and workers, and small business owners, and entrepreneurs, and American companies to create jobs to grow our economy and to lower the cost of everyday needs like healthcare, and housing, and groceries.",0.0
S005,38,2,"We will provide access to capital for small business owners, and entrepreneurs, and founders.",0.0
S005,38,3,And we will end America’s housing shortage and protect Social Security and Medicare.,0.07692307692307693
S005,38,4,"Now, compare that to Donald Trump, because I think everyone here knows, he doesn’t actually fight for the middle class.",0.05
S005,38,5,He doesn’t actually fight for the middle class.,0.125
S005,38,6,"Instead, he fights for himself and his billionaire friends.",0.0
S005,38,7,And he will give them another round of tax breaks that will add up to $5 trillion to the national debt.,0.0
S005,38,8,"And all the while, he intends to enact what, in effect, is a national sales tax, call it a Trump tax, that would raise prices on middle class families by almost $4,000 a year.",0.0
S005,39,0,"Well, instead of a Trump tax hike, we will pass a middle- class tax cut that will benefit more than 100 million Americans.",0.0
S005,39,1,"Friends, I believe, America cannot truly be prosperous unless Americans are fully able to make their own decisions about their own lives, especially on matters of heart and home.",0.0
S005,39,2,"But tonight in America, too many women are not able to make those decisions.",0.0
S005,39,3,And let’s be clear about how we got here.,0.0
S005,39,4,Donald Trump hand-picked members of the United States Supreme Court to take away reproductive freedom.,0.06666666666666667
S005,39,5,And now he brags about it.,0.0
S005,39,6,"In his words, quote, “I did it and I’m proud to have done it.” End quote.",0.0
S005,40,0,"Well, I’ll tell you, over the past two years, I’ve traveled across our country and women have told me their stories.",0.0
S005,40,1,Husbands and fathers have shared theirs.,0.0
S005,40,2,"Stories of women miscarrying in a parking lot, developing sepsis, losing the ability to ever again have children.",0.05555555555555555
S005,40,3,All because doctors are afraid they may go to jail for caring for their patients.,0.0
S005,40,4,Couples just trying to grow their family cut off in the middle of IVF treatments.,0.0
S005,40,5,"Children who have survived sexual assault, potentially being forced to carry a pregnancy to term.",0.0
S005,40,6,This is what’s happening in our country because of Donald Trump.,0.0
S005,40,7,"And understand, he is not done.",0.0
S005,40,8,"As a part of his agenda, he and his allies would limit access to birth control, ban medication abortion, and enact a nationwide abortion ban with or without Congress.",0.0
S005,40,9,"And get this, get this, he plans to create a national anti-abortion coordinator and force states to report on women’s miscarriages and abortions.",0.043478260869565216
S005,40,10,"Simply put, they are out of their minds.",0.0
S005,41,0,And one must ask.,0.0
S005,41,1,"One must ask, why exactly is it that they don’t trust women?",0.0
S005,41,2,"Well, we trust women.",0.0
S005,41,3,We trust women.,0.0
S005,41,4,"And when Congress passes a bill to restore reproductive freedom, as president of the United States, I will proudly sign it into law.",0.0
S005,41,5,"In this election, many other fundamental freedoms are at stake.",0.0
S005,41,6,"The freedom to live safe from gun violence in our schools, communities, and places of worship.",0.125
S005,41,7,The freedom to love who you love openly and with pride.,0.0
S005,41,8,"The freedom to breathe clean air and drink clean water, and live free from the pollution that fuels the climate crisis.",0.0
S005,41,9,"And the freedom that unlocks all the others, the freedom to vote.",0.0
S005,42,0,"With this election, we finally have the opportunity to pass the John Lewis Voting Rights Act and the Freedom to Vote Act.",0.045454545454545456
S005,42,1,"And let me be clear, after decades in law enforcement, I know the importance of safety and security, especially at our border.",0.0
S005,42,2,"Last year, Joe and I brought together Democrats and conservative Republicans to write the strongest border bill in decades.",0.0
S005,42,3,The Border Patrol endorsed it.,0.0
S005,42,4,But Donald Trump believes a border deal would hurt his campaign.,0.09090909090909091
S005,42,5,"So, he ordered his allies in Congress to kill the deal.",0.0
S005,42,6,"Well, I refuse to play politics with our security, and here is my pledge to you, as president, I will bring back the bipartisan border security bill that he killed, and I will sign it into law.",0.02702702702702703
S005,43,0,I know.,0.0
S005,43,1,"I know, we can live up to our proud heritage as a nation of immigrants and reform our broken immigration system.",0.047619047619047616
S005,43,2,We can create an earned pathway to citizenship and secure our border.,0.0
S005,43,3,"And America, we must also be steadfast in advancing our security and values abroad.",0.0
S005,43,4,"As vice president, I have confronted threats to our security, negotiated with foreign leaders, strengthened our alliances, and engaged with our brave troops overseas.",0.0
S005,43,5,"As commander-in-chief, I will ensure America always has the strongest, most lethal fighting force in the world.",0.11764705882352941
S005,43,6,And I will fulfill our sacred obligation to care for our troops and their families.,0.0
S005,43,7,And I will always honor and never disparage their service and their sacrifice.,0.07692307692307693
S005,44,0,"I’ll make sure that we lead the world into the future on space and artificial intelligence, that America not China wins the competition for the 21st century.",0.0
S005,44,1,"And that we strengthen, not abdicate, our global leadership.",0.0
S005,44,2,"Trump, on the other hand, threatened to abandon NATO.",0.0
S005,44,3,"He encouraged Putin to invade our allies, said Russia could, quote, “Do whatever the hell they want.” Five days before Russia attacked Ukraine, I met with President Zelensky to warn him about Russia’s plan to invade.",0.05555555555555555
S005,44,4,I helped mobilize a global response over 50 countries to defend against Putin’s aggression.,0.0
S005,44,5,"And as president, I will stand strong with Ukraine and our NATO allies-",0.0
S005,45,0,"And we are charting a new way forward, forward to a future with a strong and growing middle class because we know a strong middle class has always been critical to America’s success.",0.0
S005,45,1,And building that middle class will be a defining goal of my presidency.,0.0
S005,45,2,"And I’ll tell you, this is personal for me.",0.0
S005,45,3,The middle class is where I come from.,0.0
S005,45,4,My mother kept a strict budget.,0.0
S005,45,5,"We lived within our means, yet we wanted for little.",0.0
S005,45,6,And she expected us to make the most of the opportunities that were available to us and to be grateful for them.,0.0
S005,45,7,"Because as she taught us, opportunity is not available to everyone.",0.0
S005,45,8,That’s why we will create what I call an opportunity economy.,0.0
S005,45,9,An opportunity economy where everyone has the chance to compete and a chance to succeed.,0.0
S005,46,0,"And know this, I’ll never hesitate to take whatever action is necessary to defend our forces and our interests against Iran and Iran-backed terrorists.",0.0
S005,46,1,"I will not cozy up to tyrants and dictators like Kim Jong-un, who are rooting for Trump, who are rooting for Trump because they know he is easy to manipulate with flattery and favors.",0.0
S005,46,2,They know Trump won’t hold autocrats accountable because he wants to be an autocrat himself.,0.0
S005,46,3,"And as President, I will never waver in defense of America’s security and ideals because in the enduring struggle between democracy and tyranny, I know where I stand and I know where the United States belongs.",0.05555555555555555
S005,46,4,"So fellow Americans, I love our country with all my heart.",0.0
S005,46,5,"Everywhere I go and everyone I meet, I see a nation that is ready to move forward, ready for the next step in the incredible journey that is America.",0.0
S005,46,6,I see an America where we hold fast to the fearless belief that built our nation and inspired the world.,0.0
S005,46,7,"That here in this country, anything is possible.",0.0
S005,47,0,That nothing is out of reach.,0.0
S005,47,1,"An America, where we care for one another, look out for one another, and recognize that we have so much more in common than what separates us.",0.0
S005,47,2,That none of us has to fail for all of us to succeed.,0.0
S005,47,3,"And that in unity, there is strength.",0.0
S005,47,4,"Our opponents in this race are out there every day, denigrating America, talking about how terrible everything is.",0.05555555555555555
S005,47,5,"Well, my mother had another lesson she used to teach.",0.0
S005,47,6,Never let anyone tell you who you are.,0.0
S005,47,7,You show them who you are.,0.0
S005,47,8,"America, let us show each other and the world, who we are and what we stand for: freedom, opportunity, compassion, dignity, fairness, and endless possibilities.",0.04
S005,48,0,We are the heirs to the greatest democracy in the history of the world.,0.0
S005,48,1,"And on behalf of our children and our grandchildren, and all of those who sacrificed so dearly for our freedom and liberty, we must be worthy of this moment.",0.0
S005,48,2,"It is now our turn to do what generations before us have done, guided by optimism and faith to fight for this country we love, to fight for the ideals we cherish, and to uphold the awesome responsibility that comes with the greatest privilege on earth: the privilege and pride of being an American.",0.037037037037037035
S005,48,3,So let’s get out there.,0.0
S005,48,4,Let’s fight For it.,0.25
S005,48,5,Let’s get out there.,0.0
S005,48,6,Let’s vote for it.,0.25
S005,48,7,"And together, let us write the next great chapter in the most extraordinary story ever hold.",0.0
S005,48,8,Thank you.,0.0
S005,48,9,God bless you and may God bless the United States of America.,0.0
S005,48,10,Thank you.,0.0
S005,49,0,"With respect to the war in Gaza, President Biden and I are working around the clock because now is the time to get a hostage deal and a ceasefire deal done.",0.03225806451612903
S005,49,1,"And let me be clear, I will always stand up for Israel’s right to defend itself.",0.0
S005,49,2,"And I will always ensure Israel has the ability to defend itself because the people of Israel must never again face the horror that a terrorist organization called Hamas caused on October 7, including unspeakable sexual violence and the massacre of young people at a music festival.",0.0851063829787234
S005,49,3,"At the same time, what has happened in Gaza over the past 10 months is devastating.",0.0
S005,49,4,So many innocent lives lost.,0.0
S005,49,5,"Desperate, hungry people fleeing for safety over and over again.",0.0
S005,49,6,The scale of suffering is heartbreaking.,0.0
S005,49,7,"President Biden and I are working to end this war such that Israel is secure, the hostages are released, the suffering in Gaza ends and the Palestinian people can realize their right to dignity, security, freedom, and self-determination.",0.0
