speech_id,line_id,sentence_id,sentence_text,anger
S025,0,0,Good morning everyone.,0.0
S025,0,1,Please have a seat.,0.0
S025,0,2,Good morning.,0.0
S025,0,3,So I’m going to start by saying that we are so thankful to all of the leaders who are here for the work that has occurred and will continue to be done to do what is right on behalf of the American people and working people in our country.,0.0
S025,0,4,"I want to thank our president, Joe Biden, a true champion for the working people and families of our nation and a tireless fighter.",0.0
S025,1,0,"So, affordable and accessible high speed internet, not just for some, but for all.",0.0
S025,1,1,"I want to thank the members of the cabinet who are here and members of Congress, as well as the advocates and community leaders who have fought for years to connect every corner of America with high speed internet.",0.0
S025,1,2,It is good to be here with all of you.,0.0
S025,1,3,So I will begin with a brief story.,0.0
S025,1,4,"Last year I visited a small town in Louisiana called Sunset, [inaudible 00:01:42], a rural community of about 3000 people outside of Lafayette, a region where some of my extended family live.",0.0
S025,1,5,Sunset is like many other small towns in America.,0.0
S025,1,6,"It has a main street with a bank, a church and a donut shop.",0.0
S025,1,7,"And Sunset is similar to many rural communities for another reason, almost 40% of households in that area do not have high speed internet in large part, because the fiber optic lines that connect most Americans to the internet just never made it to Sunset.",0.0
S025,2,0,But here’s what that means.,0.0
S025,2,1,"In Sunset, I met with parents who cannot apply for remote work jobs, because they do not have a high speed internet connection at home.",0.0
S025,2,2,"In Sunset, I met with entrepreneurs who struggled to start or grow a small business, because they cannot get online, and I met with students who, when public buildings were closed during the pandemic, had to sit in the parking lot of a local library just to submit their homework over WiFi.",0.0
S025,2,3,And these stories are not uncommon.,0.0
S025,2,4,"Today, 24 million people in our country do not have access to high speed internet, either because they cannot afford the monthly cost of a plan or because they live in communities that have not yet been fully connected to fiber optic networks.",0.0
S025,3,0,"But let us agree, in the 21st century, in America, high speed internet is not a luxury, it is a necessity.",0.0
S025,3,1,"Every person in our nation, no matter where they live, should be able to access and afford high speed internet.",0.0
S025,3,2,"And that is why our administration invested $65 billion to give millions of families a $30 discount on their monthly internet bills and to lay thousands of miles of new fiber optic lines, including in Sunset, where with the support of local leaders and elected officials, we are connecting 22,000 families with high speed internet.",0.0
S025,3,3,"Today we are here to continue our work together, to connect every person in America with high speed internet.",0.0
S025,3,4,And now it is my honor to introduce a leader who understands firsthand the urgency and the impact of this work.,0.0
S025,3,5,"An incredible leader, an incredible dad to his three daughters, Jeff Say.",0.0
