speech_id,line_id,sentence_id,sentence_text,anger
S034,0,0,"As we know this, recovery will take time and we will stand with Georgia, and everyone across the southeast who are impacted by these recent storms for as long as it takes to rebuild.",0.0
S034,0,1,Thank you.,0.0
S034,0,2,"All right, so Atlanta, we have 17 days left.",0.0
S034,0,3,17 days left in one of the most consequential elections of our lifetime.,0.0
S034,0,4,"And look, let’s have some real talk.",0.0
S034,0,5,It’s going to be a tight race until the very end.,0.0
S034,0,6,And we are the underdog and we are running as the underdog.,0.0
S034,0,7,"But make no mistake, we will win.",0.0
S034,0,8,We will win.,0.0
S034,0,9,"Yes, we will.",0.0
S034,0,10,We will win.,0.0
S034,0,11,"Yes, we will,",0.0
S034,1,0,But none of that is what we hear from Donald Trump.,0.0
S034,1,1,"Instead, it is just the same old, tired playbook over and over again.",0.0
S034,1,2,He has no plan for how he would address the needs of the American people.,0.0
S034,1,3,He is only focused on himself.,0.0
S034,1,4,"And now, he’s ducking debates and canceling interviews because of exhaustion.",0.0
S034,1,5,"And when he does answer a question or speak at a rally, have you noticed he tends to go off script and ramble, and generally for the life of him, cannot finish a thought.",0.0
S034,1,6,"And he has called it the weave, but I think we here will call it nonsense.",0.0
S034,2,0,"So folks, for these reasons and more, it is time to turn the page.",0.0
S034,2,1,It’s time to turn the page.,0.0
S034,2,2,And America is ready to chart a new way forward.,0.0
S034,2,3,We are ready.,0.0
S034,2,4,We are ready for a new and optimistic generation of leadership.,0.0
S034,2,5,All of you.,0.0
S034,2,6,"Which is why Democrats, Republicans, and Independents are supporting our campaign.",0.0
S034,2,7,"In fact, earlier this week, over 100 Republican leaders from across the country joined me on the campaign trail, including some who worked in Donald Trump’s administration.",0.0
S034,2,8,"And I believe as I travel our country, Americans really want a President who works for all the American people, all the American people, who understands that the vast majority of us have so much more in common than what separates us, right?",0.0
S034,2,9,Folks are exhausted with someone trying to have Americans point their fingers at each other.,0.0
S034,2,10,We’re exhausted with it.,0.0
